Title
* VINTAGE PAINTED MAHOGANY SPICE CABINET- W/ 18 Drawers ! *
Wrought Iron Accent Table
1920's era Marble Top Ornate Carved Dark Wood Console Table
PR.-XL ELECTRIC WALL SCONCES/CANDELABRAS-
Office Furniture Cubicles desks chairs
Antique Vintage Door Peephole and Alarm Bells
Early 1900's wicker basket red & green
SUPER RARE VINTAGE CAST IRON FARMHOUSE SINK
1920's Keffer & Esser Co. NY  compass
"Vintage Argus USA 4 inch Projection Anastigmat F 3.5"" Slide Projector"
Vintage Industrial Keystone Pictograph overhead projector
Fire Dogfood & Ambiens
1948 five cent very rare
2001 and 2010 one dollar coins
Vintage Style Mahogany Multi-drawer Jewelry Chest
1920s Radiator
Stained Glass Windows (2)
Rare Antique  Clock/Hotel Wake-Up Call Clock
antique baskets
Antique Brown and Cream Crocks
new Office Furniture- Desks-Cubicles-Tables-Chairs
Antique oak cabinet doors
Antique (1940) Desk/Bureau Box
Fireplace equiptment
"Wayne PAL Antiques + Collectibles Show November 5, 2017"
Pre-1925 Dudley Series 2 Masonic Pocket Watch
"Vintage Decorative Bowls, Measuring Cup and Tray"
Vintage Mary Poppins / Silver Plated Teaspoons
Vintage 1950's Libbey StarLyte (8) Shot Glass & (8) Tumbler Glass Set
Harness Makers WORK Bench
OLD METAL LOCKERS - VINTAGE 1940'S-60'S !
ROPE BED/Antique
* Antique Wrought Iron Garden Gate w/Arbor Surround -c.1920's-40's ! *
Wooden Frame: 1950s T.H. RobsJohn-Gibbings
Glass Top round end table
Like New Ikea Red Table Plus Three Drawers
Twin Size Extra Long Adjustable Bed
Set of 2 Ikea end tables
Wooden Desk/Work Table + Desk Chair *Used - Perfect Condition*
2 level glass coffee table
Mirror -big 5x3ft
Classic Wooden Mirror *Perfect Condition*
Queen Size Bed *Used - Perfect Condition* + Mattress !
White dinner table 6 chairs
Leaning shelf units x 2 - Pottery Barn
Coffee table and 2 end table -glass set
Wooden Desk/Work Table + Desk Chair *Used - Perfect Condition*
Classic Wooden Mirror *Perfect Condition*
"2-arm Wide Chaise Lounger  ,White 3-seater couch"
Set of 4 Dining chairs With Wood Eiffel Legs
Very Comfortable Black Chair for Home or Office - I have 4 of them
Pottery Barn Malika rug 8 x 10
Ikea karlstad sectional - isunda gray
Land of Nod Blake dresser
Queen sized mattress and base
Glass Top Coffee Table - Chrome & Brass Base - 1970s
Coffee & Side Table Combo
Industrial coffe table walnut top
Oak Dining room set 4 sale(best offer)
Sleeper Sofa for Sale
Beautiful mahogany bedroom set
Faux Leather Storage Ottoman Bench
4 Napolean Dining Chairs with Rush Seats NEW
"Canopy bed, dresser and night tabl"
Palm Beach Mid Century Black Rattan Table with Glass Top
Chinoiserie Etagere
Laundry hamper
Mirror mirror
Vintage Milo Baughman Wall Unit
Antique Buffet Hutch for sale
BRASS LAMP AND SHADE
100% WOOL CARPET / dense pile / 7'6 x 9'6
Business Salon For Sale
Solid wood white dresser/ changing table
Business Salon For Sale
Refurbished Writing Desk
White Metal Bed Frame  - FULL
Clean Sleepy's Spring Air Spine Saver Mint XL Twin Mattress
Business Salon For Sale
Business Salon For Sale
2 WEST ELM Peppermill Bar + Counter Stools
Custom made pine dining table
Bed Bath & Beyond Bamboo Bath Mat & Tall Floor Cabinet
2 Very nice HANDPAINTED END TABLES
"Expandable Dining Table, White"
Sale- Signs Records Shoes Mirrors Paintings Furniture Books
Platform beds *New* (4 colors - All sizes Avail) *Brand New*
buffet for sale
LIKE NEW - Macy's Elliot Fabric Microfiber Sofa - $300 OBO
"Tables, Brass Nesting"
Vintage looking dresser
Restoration Hardware Aged Brass English MIRROR - PU only
Herman Miller Envelop Desk
ROOM AND BOARD STANDING FLOOR LAMP - PU ONLY
CRATE & BARREL LEATHER STANDING FLOOR MIRROR -  PU ONLY
ROOM AND BOARD NIGHSTAND - PU ONLY
TWO TALL ROOM LIGHTS $10 FOR BOTH
___ Futon Bed W\ MATTRESS _______
BDi USA - Avion Corner Media Cabinet (Cherry)
Over Toilet Space Saver Shelf
ShelvesMovingDolliesBlankets/60DrawBinVasesJewelryBoxes
Liquid Gold Champagne Bar/Buffet
FREE Armoire - must pick up
Ello Travertine & Brass Chests of Drawers
Erik Buck Ørum Mobelfabrik Arm chairs Danish Modern
Modern Table Base Paul Tuttle Zographos
Adrian Pearsall Jacks Side Tables Mid Century Modern
Fossilized Stone Lamp Karl Springer Samuel Marx Mid Century
Dark Wood Dresser and/or Side Table
Vintage Belotti Spaghetti Chairs
Ello Travertine and Metal Side Table Set
Harvey Probber Tufted Lounge Chair Mid Century Modern
Corner 2-Tier Table
$30 Vintage mid-century Steelcase Office Credenza with key
Harvey Probber Style Coffee Table Mid Century Modern
Pair of Tall Hollywood Regency Mid Century Lamps
Crate and Barrel Rojo Red Media Cabinet
Atlantic Professional Gaming Table
Paul McCobb Winchendon Side Chair Mid Century Modern
Laptop Desk-3 Tier Shelf
Eldred Wheeler cherry table
Large Industrial Chandelier
Bean Bag - Excellent Condition
IKEA PINE SQUARE END TABLE
PINK WOOD TABLE
GLASS TOP END TABLE
Square Table
WICKER FRAMED MIRROR
SHELF
WINE RACK
Stainless steel top wood kitchen cart
COMBO____ QUEEN SIZE BED W/MATTRESS - CM7008Q _--
For sale beautiful dining table and lots of other furniture
Armchair
beautiful carved antique desk
desk chair
Comfortable and stylish couch
Vintage Marcel Breuer Cesca Stools
Wooden keyboard/laptop stand for Standing desk
Like New Dresser Mirrored / Glass 6 Drawers Bungalow 5
Extremely Comfortable Pull-out Couch
Large Wingback Armchair - Vintage One of a Kind
Vintage Wingback Dining Chairs
Jaxx Zipline Queen-size Convertible Sleeper Loveseat
4 Drawer Wood Dresser
Platform beds *New* (4 colors - All sizes Avail) *Brand New*
Bedroom Set
Marble Top Coffee Table (Originally 1500)
Modani Modern Chesterfield Sofa in Leather (1960s)
"OAK Storage Bed, Head Board, Dresser, Mirror TV Stand"
Kids modern chair Eames style
pair of arne jacobsen fritz hansen series 7 padded arm chairs
Brand New Night Stands Still in Box *2 available
Extremely Comfortable Pull-out Couch
